"id","name","category","price","description","unit_shipping_cost"
1318,"Flan","Books",6531,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn.",4.851142
1319,"Salad bar","Home & Garden",13253,"Do you come here often?",3.579724
1320,"White chocolate cookie","Health & Hygine",8913,"Any element of a tuple can be accessed in constant time.",7.8043137
1321,"Celery Victor","Sports & Outdoor",18669,"Ports are used to communicate with the external world.",5.5465045
1322,"Burnt ends","Books",6392,"Erlang is known for its designs that are well suited for systems.",7.7100353
1323,"Hot chicken","Books",11144,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol.""",5.966305
1324,"Cinnamon Roll","Music Instruments",16107,"Any element of a tuple can be accessed in constant time.",4.0085793
1325,"Stuffed ham","Fashion",8445,"In 1989 the building was heavily damaged by fire, but it has since been restored.",4.276329
1326,"Cornish game hen","Books",11377,"Haskell features a type system with type inference and lazy evaluation.",6.9584665
1327,"Apple butter","Fashion",788,"Tuples are containers for a fixed number of Erlang data types.",7.492731
1328,"Smelt","Video Games",17631,"Erlang is known for its designs that are well suited for systems.",4.4948893
1329,"Chicago Hot Dog","Video Games",13266,"Type classes first appeared in the Haskell programming language.",3.4345253
1330,"Risotto","Home & Garden",19145,"Ports are created with the built-in function open_port.",5.0464845
1331,"Chicken fried bacon","Fashion",1123,"She spent her earliest years reading classic literature, and writing poetry.",3.3287377
1332,"Schnitzel","Office Supply",4258,"Do you have any idea why this is not working?",6.892303
1333,"Pastrami on Rye","Electronics",4241,"Type classes first appeared in the Haskell programming language.",4.313912
1334,"Sushi","Video Games",13032,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol.""",3.3434463
1335,"Mulligan stew","Office Supply",2048,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing.",2.2346117
1336,"Turducken","Office Supply",7157,"Where are my pants?",4.6463356
1337,"Mango and Sticky Rice","Office Supply",8189,"She spent her earliest years reading classic literature, and writing poetry.",5.144895
1338,"Grits","Music Instruments",17612,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s.",9.135934
1339,"Chicken Tikka Masala","Health & Hygine",7488,"It is also a garbage-collected runtime system.",6.876676
1340,"Chocolate Brownie","Beauty & Personal",11450,"In 1989 the building was heavily damaged by fire, but it has since been restored.",6.7046022
1341,"Milk toast","Home & Garden",10990,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn.",5.0998807
1342,"Spanish rice","Electronics",14218,"Atoms are used within a program to denote distinguished values.",3.5075114
1343,"Reuben","Fashion",17202,"Ports are created with the built-in function open_port.",6.600565
1344,"Stuffed peppers","Fashion",10702,"Where are my pants?",8.643198
1345,"Lobster roll","Home & Garden",5835,"Its main implementation is the Glasgow Haskell Compiler.",2.0357933
1346,"Beef Manhattan","Music Instruments",8645,"Haskell features a type system with type inference and lazy evaluation.",6.4198914
1347,"Cheese stuffed crust pizza","Fashion",14611,"He looked inquisitively at his keyboard and wrote another sentence.",8.376656
1348,"Chili con carne","Beauty & Personal",5699,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing.",5.0324697
1349,"Juba","Video Games",19800,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets.",2.6901982
1350,"Pancakes","Sports & Outdoor",1088,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing.",4.9599857
1351,"Pizza strips","Fashion",9821,"Atoms are used within a program to denote distinguished values.",6.597214
1352,"Chicken sandwich","Electronics",6511,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn.",7.8414383
1353,"Bao","Office Supply",19917,"Ports are created with the built-in function open_port.",6.3599334
1354,"Chicharones","Music Instruments",13483,"Any element of a tuple can be accessed in constant time.",7.2649956
1355,"Rabbit pie","Office Supply",8193,"Erlang is known for its designs that are well suited for systems.",2.665202
1356,"Sushi","Video Games",10775,"Haskell features a type system with type inference and lazy evaluation.",6.5195665
1357,"Shucked Oysters","Books",12483,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s.",8.337752
1358,"Polenta","Music Instruments",9308,"Haskell features a type system with type inference and lazy evaluation.",7.4304338
1359,"Pastrami","Sports & Outdoor",4429,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol.""",9.135799
1360,"Geoduck","Video Games",15066,"Atoms are used within a program to denote distinguished values.",7.9837646
1361,"Corn flakes","Fashion",15644,"Ports are used to communicate with the external world.",2.3624868
1362,"Chicken Liver Pate","Video Games",10682,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets.",5.9735904
1363,"Spaghetti Bolognese","Music Instruments",1851,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing.",7.8944287
1364,"Corn relish","Books",16569,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing.",4.4228067
1365,"Macaroni and cheese","Books",10559,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom.",7.6494284
1366,"Meatcake","Home & Garden",9228,"Ports are created with the built-in function open_port.",4.4096565
1367,"Chips and dip","Office Supply",2302,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom.",5.142278
1368,"Protein bar","Beauty & Personal",3600,"In 1989 the building was heavily damaged by fire, but it has since been restored.",6.2611666
1369,"Beef Lo Mein","Electronics",5394,"Do you have any idea why this is not working?",8.475868
1370,"Pepperoni","Health & Hygine",3290,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing.",6.026406
1371,"Prawn Pizza","Beauty & Personal",2042,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s.",9.1051235
1372,"Chocolate Brownie","Books",8360,"I don't even care.",4.974975
1373,"Fattoush Salad","Office Supply",4610,"Erlang is known for its designs that are well suited for systems.",8.609822
1374,"Abalone","Video Games",9863,"Ports are used to communicate with the external world.",7.1457
1375,"Beef Lo Mein","Office Supply",6347,"Do you have any idea why this is not working?",7.147806
1376,"Banh Mi Viêt","Sports & Outdoor",15886,"Do you come here often?",7.920545
1377,"White chocolate cookie","Fashion",616,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing.",4.6338863
1378,"Poutine","Video Games",18574,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing.",7.3108263
1379,"Mozzarella sticks","Video Games",10692,"It is also a garbage-collected runtime system.",6.172707
1380,"BBQ Ribs","Books",9005,"Erlang is a general-purpose, concurrent, functional programming language.",3.95547
1381,"Glorified rice","Sports & Outdoor",2109,"Ports are created with the built-in function open_port.",6.2464733
1382,"Abalone","Sports & Outdoor",4323,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn.",9.392248
1383,"Ploye","Beauty & Personal",1044,"It is also a garbage-collected runtime system.",4.4299364
1384,"Alphabet pasta","Beauty & Personal",1791,"Any element of a tuple can be accessed in constant time.",9.268984
1385,"Grilled Snake","Home & Garden",15510,"Make me a sandwich.",6.9479327
1386,"Alice Springs Chicken","Video Games",5741,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase.",8.998065
1387,"Chicken Divan","Health & Hygine",19341,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets.",7.7856784
1388,"Philly Cheese Steak","Office Supply",2490,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn.",3.0714304
1389,"Popover","Music Instruments",15550,"Any element of a tuple can be accessed in constant time.",7.515384
1390,"Chicken nugget","Electronics",7812,"Tuples are containers for a fixed number of Erlang data types.",7.312275
1391,"Ice Cream Sundae","Music Instruments",10557,"The arguments can be primitive data types or compound data types.",5.050086
1392,"Fried Green Tomatoes","Electronics",4160,"Erlang is a general-purpose, concurrent, functional programming language.",5.9307294
1393,"Bookbinder Soup","Electronics",3410,"Erlang is known for its designs that are well suited for systems.",8.001596
1394,"Paella","Health & Hygine",3964,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom.",7.7416463
1395,"Coq Au Vin","Electronics",19585,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn.",7.6621585
1396,"Cordon bleu","Books",7291,"Do you come here often?",2.4452946
1397,"Beef Lo Mein","Fashion",13103,"Ports are used to communicate with the external world.",6.726371
1398,"Pistachio Ice Cream","Health & Hygine",10039,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets.",7.943809
1399,"Eggo","Music Instruments",9823,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol.""",2.2547781
1400,"Roasted Chickpeas","Fashion",1125,"Any element of a tuple can be accessed in constant time.",6.755348
1401,"Mulligan stew","Music Instruments",1136,"Where are my pants?",4.678415
1402,"Turkish Delight","Books",12431,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing.",5.3151083
1403,"Vegemite on Toast","Home & Garden",11373,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing.",5.3840523
